''head'';884218:(1,1.0,[3])
21;882915:(1,1.0,[4]);882947:(1,1.0,[160]);883618:(1,1.0,[265]);883893:(1,1.0,[282]);884058:(1,1.0,[3]);884889:(1,1.0,[198]);885497:(1,1.0,[102])
21706398;883270:(1,1.0,[114])
21st;883354:(2,1.3,[7, 19]);884755:(2,1.3,[12, 35])
22;882150:(1,1.0,[361]);882609:(1,1.0,[16]);882947:(1,1.0,[164]);883618:(1,1.0,[282]);883893:(1,1.0,[295]);884433:(1,1.0,[6]);885858:(1,1.0,[2])
228;883893:(1,1.0,[280])
229;885629:(1,1.0,[7])
23;882947:(1,1.0,[171]);883618:(1,1.0,[291]);883893:(2,1.3,[312, 1065]);884156:(1,1.0,[7]);884627:(1,1.0,[5]);885170:(1,1.0,[180]);885410:(1,1.0,[216])
23267387;883270:(1,1.0,[569])
24;882684:(2,1.3,[10, 15]);882947:(1,1.0,[176]);883409:(1,1.0,[282]);883618:(2,1.3,[145, 302]);883893:(4,1.6,[319, 1014, 1231, 1895]);883985:(1,1.0,[7]);884192:(1,1.0,[106]);884519:(1,1.0,[3]);885494:(1,1.0,[0]);885888:(1,1.0,[6])
24207539;883270:(1,1.0,[332])
24238078;883270:(1,1.0,[408])
243;884406:(1,1.0,[2])
247;885629:(1,1.0,[9])
2479;883409:(2,1.3,[120, 217])
25;882875:(2,1.3,[10, 28]);882947:(5,1.7,[1, 105, 133, 183, 197]);883193:(1,1.0,[16]);883408:(1,1.0,[6]);883453:(1,1.0,[0]);883574:(1,1.0,[2]);883618:(1,1.0,[314]);883690:(1,1.0,[21]);883851:(1,1.0,[254]);883891:(1,1.0,[1]);883893:(4,1.6,[42, 332, 1138, 1811]);883953:(1,1.0,[15]);884182:(2,1.3,[1, 11]);885085:(1,1.0,[26])
256;882653:(1,1.0,[10])
25684011;883270:(1,1.0,[470])
26;882150:(1,1.0,[537]);883618:(1,1.0,[322]);883893:(6,1.78,[349, 427, 1414, 1436, 2074, 2096]);885170:(1,1.0,[129])
269;883893:(1,1.0,[826])
27;882150:(2,1.3,[108, 538]);883618:(2,1.3,[24, 330]);883893:(3,1.48,[362, 373, 528]);885280:(1,1.0,[96]);885410:(1,1.0,[564])
270650664;883270:(1,1.0,[200])
274172671;883270:(1,1.0,[168])
28;882150:(2,1.3,[61, 105]);883150:(2,1.3,[10, 15]);883618:(2,1.3,[148, 337]);883893:(1,1.0,[381]);884192:(1,1.0,[130])
29;882211:(1,1.0,[65]);882821:(1,1.0,[22]);883492:(1,1.0,[43]);883545:(1,1.0,[12]);883618:(1,1.0,[348]);883893:(1,1.0,[394]);884614:(1,1.0,[5]);884984:(1,1.0,[52])
295;883893:(1,1.0,[304])
296;882150:(2,1.3,[5, 351])
2b0paxwsyl;884028:(1,1.0,[72])
2c;881933:(1,1.0,[92])
2cd;882951:(1,1.0,[6]);883409:(5,1.7,[7, 54, 88, 154, 755])
2curb;881933:(1,1.0,[108])
2do;881933:(1,1.0,[53])
2get;881933:(1,1.0,[107])
2nd;882129:(1,1.0,[39]);882394:(1,1.0,[7]);882648:(1,1.0,[48]);882967:(1,1.0,[0]);883827:(1,1.0,[3]);883946:(1,1.0,[4]);884192:(1,1.0,[80]);885409:(1,1.0,[0]);885410:(1,1.0,[436])
2nite;882441:(1,1.0,[1])
2sfh;884565:(2,1.3,[1, 19]);884629:(2,1.3,[2, 20]);884641:(2,1.3,[1, 19]);884775:(2,1.3,[2, 20]);884906:(2,1.3,[2, 20]);884940:(2,1.3,[2, 20])
2yo;882493:(2,1.3,[19, 41])
3';882965:(1,1.0,[223])
30;881901:(1,1.0,[7]);881932:(1,1.0,[3]);882062:(3,1.48,[28, 48, 121]);882224:(2,1.3,[4, 25]);882305:(1,1.0,[33]);882821:(1,1.0,[31]);882891:(1,1.0,[20]);882893:(1,1.0,[14]);882925:(1,1.0,[10]);883103:(1,1.0,[0]);883299:(1,1.0,[92]);883380:(1,1.0,[5]);883536:(1,1.0,[45]);883618:(3,1.48,[0, 179, 357]);883644:(1,1.0,[6]);883682:(1,1.0,[7]);883893:(1,1.0,[409]);883985:(1,1.0,[8]);884312:(1,1.0,[7]);884478:(1,1.0,[16]);884532:(1,1.0,[31]);884738:(1,1.0,[5]);884877:(1,1.0,[0]);885510:(1,1.0,[37]);885548:(1,1.0,[10]);885586:(1,1.0,[34]);885602:(1,1.0,[41]);885625:(1,1.0,[5]);885670:(1,1.0,[9]);885946:(1,1.0,[27]);886026:(2,1.3,[200, 323])
300;881933:(1,1.0,[96])
305;884124:(1,1.0,[22])
31;882150:(1,1.0,[453]);882451:(1,1.0,[27]);883409:(1,1.0,[104]);883893:(1,1.0,[419])
311;885604:(1,1.0,[6])
31222454;883270:(1,1.0,[377])
314;883893:(1,1.0,[271])
32;882150:(2,1.3,[109, 346]);882947:(1,1.0,[186]);883662:(1,1.0,[11]);883893:(3,1.48,[431, 1402, 2062]);885410:(1,1.0,[637]);885487:(1,1.0,[236])
320;882629:(1,1.0,[13]);884414:(1,1.0,[13]);885629:(1,1.0,[33])
323913211;883270:(1,1.0,[277])
324;883893:(1,1.0,[86])
325;883893:(1,1.0,[154])
326;883893:(1,1.0,[527])
33;883893:(1,1.0,[442]);884621:(1,1.0,[47]);885410:(1,1.0,[605])
331;883618:(1,1.0,[195])
33120179;883270:(1,1.0,[504])
34;881900:(2,1.3,[11, 14]);881905:(2,1.3,[14, 16]);881933:(2,1.3,[21, 24]);881951:(2,1.3,[17, 19]);881958:(8,1.9,[53, 60, 69, 71, 204, 212, 253, 255]);881964:(2,1.3,[6, 9]);881973:(2,1.3,[23, 25]);881982:(2,1.3,[21, 24]);882014:(8,1.9,[29, 33, 52, 57, 62, 67, 74, 78]);882039:(2,1.3,[10, 15]);882041:(4,1.6,[17, 20, 21, 23]);882053:(2,1.3,[6, 10]);882062:(6,1.78,[23, 26, 60, 63, 73, 76]);882070:(3,1.48,[12, 15, 18]);882071:(2,1.3,[3, 5]);882073:(2,1.3,[15, 17]);882077:(2,1.3,[28, 31]);882134:(2,1.3,[2, 4]);882144:(2,1.3,[27, 29]);882150:(7,1.85,[235, 237, 356, 482, 588, 623, 625]);882165:(4,1.6,[11, 14, 15, 17]);882166:(2,1.3,[17, 19]);882167:(4,1.6,[7, 10, 11, 13]);882177:(2,1.3,[13, 15]);882186:(10,2.0,[16, 19, 37, 43, 44, 48, 53, 67, 72, 76]);882191:(2,1.3,[21, 23]);882199:(2,1.3,[29, 32]);882211:(2,1.3,[44, 48]);882214:(2,1.3,[16, 19]);882232:(2,1.3,[6, 8]);882235:(2,1.3,[14, 16]);882253:(4,1.6,[16, 18, 20, 22]);882260:(2,1.3,[10, 12]);882268:(2,1.3,[11, 16]);882270:(4,1.6,[14, 16, 37, 39]);882271:(2,1.3,[9, 11]);882346:(2,1.3,[14, 16]);882356:(2,1.3,[26, 29]);882369:(2,1.3,[15, 18]);882398:(6,1.78,[13, 17, 19, 21, 26, 30]);882403:(2,1.3,[21, 23]);882439:(2,1.3,[6, 10]);882442:(4,1.6,[22, 24, 25, 27]);882451:(4,1.6,[25, 28, 42, 45]);882458:(2,1.3,[2, 5]);882467:(2,1.3,[11, 14]);882478:(8,1.9,[48, 50, 63, 65, 68, 70, 71, 74]);882483:(2,1.3,[19, 22]);882488:(2,1.3,[23, 33]);882493:(2,1.3,[24, 26]);882498:(6,1.78,[41, 43, 47, 51, 104, 107]);882502:(2,1.3,[6, 8]);882505:(6,1.78,[21, 24, 25, 27, 36, 38]);882517:(2,1.3,[37, 40]);882520:(2,1.3,[7, 9]);882534:(2,1.3,[59, 62]);882536:(2,1.3,[20, 22]);882546:(2,1.3,[29, 31]);882558:(6,1.78,[32, 35, 36, 39, 40, 43]);882568:(2,1.3,[9, 12]);882588:(4,1.6,[47, 51, 64, 66]);882597:(2,1.3,[10, 13]);882605:(2,1.3,[8, 11]);882614:(3,1.48,[6, 9, 12]);882619:(2,1.3,[9, 13]);882620:(2,1.3,[21, 24]);882630:(8,1.9,[5, 8, 10, 13, 47, 50, 78, 82]);882669:(2,1.3,[25, 27]);882694:(2,1.3,[9, 12]);882701:(2,1.3,[19, 20]);882702:(2,1.3,[11, 13]);882708:(2,1.3,[26, 28]);882720:(2,1.3,[8, 11]);882732:(2,1.3,[7, 25]);882763:(16,2.2,[10, 14, 47, 49, 59, 62, 79, 82, 91, 94, 95, 97, 118, 121, 136, 140]);882765:(4,1.6,[1, 3, 16, 19]);882767:(4,1.6,[17, 19, 24, 27]);882778:(2,1.3,[39, 41]);882790:(4,1.6,[3, 5, 10, 13]);882805:(2,1.3,[18, 23]);882814:(2,1.3,[27, 31]);882821:(1,1.0,[39]);882823:(6,1.78,[12, 16, 18, 21, 30, 33]);882839:(2,1.3,[33, 36]);882844:(4,1.6,[2, 4, 22, 25]);882855:(2,1.3,[10, 14]);882867:(2,1.3,[7, 9]);882870:(2,1.3,[12, 15]);882879:(4,1.6,[97, 99, 100, 103]);882882:(12,2.08,[38, 41, 45, 49, 57, 59, 61, 64, 78, 80, 89, 92]);882883:(2,1.3,[5, 8]);882885:(4,1.6,[22, 24, 26, 28]);882909:(2,1.3,[4, 7]);882938:(2,1.3,[20, 22]);882947:(1,1.0,[146]);882966:(2,1.3,[7, 11]);882982:(2,1.3,[24, 27]);882993:(2,1.3,[42, 45]);883001:(8,1.9,[11, 14, 15, 17, 18, 20, 21, 23]);883005:(2,1.3,[32, 35]);883008:(2,1.3,[24, 27]);883012:(2,1.3,[10, 13]);883019:(6,1.78,[8, 10, 17, 20, 59, 63]);883026:(4,1.6,[2, 6, 138, 140]);883027:(2,1.3,[13, 16]);883031:(2,1.3,[14, 17]);883032:(2,1.3,[14, 17]);883036:(2,1.3,[6, 11]);883044:(2,1.3,[10, 12]);883049:(4,1.6,[25, 28, 59, 61]);883052:(2,1.3,[3, 6]);883059:(4,1.6,[5, 7, 28, 32]);883060:(4,1.6,[4, 6, 10, 12]);883064:(2,1.3,[3, 5]);883075:(4,1.6,[51, 53, 100, 103]);883077:(2,1.3,[4, 8]);883078:(2,1.3,[33, 36]);883081:(2,1.3,[5, 10]);883129:(2,1.3,[45, 48]);883131:(8,1.9,[13, 14, 20, 23, 56, 58, 88, 90]);883137:(4,1.6,[14, 16, 37, 39]);883147:(2,1.3,[8, 11]);883177:(2,1.3,[86, 87]);883213:(4,1.6,[12, 15, 151, 154]);883244:(2,1.3,[10, 12]);883260:(6,1.78,[10, 12, 34, 36, 37, 41]);883270:(6,1.78,[15, 16, 17, 20, 321, 324]);883275:(2,1.3,[13, 16]);883310:(2,1.3,[8, 10]);883315:(2,1.3,[12, 14]);883334:(2,1.3,[7, 9]);883366:(2,1.3,[5, 9]);883373:(2,1.3,[16, 20]);883380:(2,1.3,[45, 47]);883385:(4,1.6,[9, 12, 17, 22]);883399:(2,1.3,[62, 65]);883400:(2,1.3,[15, 17]);883407:(2,1.3,[8, 11]);883414:(4,1.6,[11, 14, 26, 29]);883415:(8,1.9,[81, 83, 84, 86, 87, 89, 90, 94]);883425:(2,1.3,[72, 82]);883433:(6,1.78,[14, 18, 29, 35, 93, 97]);883440:(3,1.48,[25, 29, 31]);883443:(4,1.6,[12, 15, 51, 54]);883469:(2,1.3,[42, 44]);883472:(2,1.3,[20, 22]);883484:(2,1.3,[9, 11]);883501:(12,2.08,[11, 14, 15, 17, 18, 20, 21, 25, 26, 28, 64, 67]);883504:(2,1.3,[13, 15]);883508:(2,1.3,[21, 25]);883520:(2,1.3,[11, 15]);883536:(12,2.08,[14, 18, 19, 21, 53, 56, 91, 93, 100, 103, 108, 110]);883544:(2,1.3,[9, 11]);883560:(2,1.3,[160, 164]);883578:(2,1.3,[13, 19]);883579:(2,1.3,[6, 8]);883582:(2,1.3,[8, 11]);883586:(2,1.3,[16, 20]);883587:(2,1.3,[5, 7]);883588:(2,1.3,[17, 19]);883590:(2,1.3,[120, 122]);883600:(4,1.6,[5, 7, 10, 12]);883618:(20,2.3,[25, 28, 40, 43, 64, 67, 91, 93, 106, 108, 138, 140, 152, 154, 182, 185, 198, 201, 261, 263]);883636:(2,1.3,[4, 6]);883641:(10,2.0,[11, 16, 17, 22, 31, 36, 58, 63, 115, 118]);883700:(2,1.3,[4, 6]);883701:(2,1.3,[14, 19]);883703:(6,1.78,[20, 23, 51, 54, 55, 57]);883714:(2,1.3,[7, 9]);883769:(2,1.3,[15, 16]);883780:(2,1.3,[43, 46]);883792:(6,1.78,[36, 38, 91, 94, 109, 111]);883817:(2,1.3,[20, 23]);883818:(4,1.6,[273, 275, 391, 393]);883893:(77,2.89,[30, 34, 46, 49, 67, 70, 95, 98, 123, 126, 134, 136, 230, 237, 238, 242, 305, 308, 345, 347, 374, 377, 456, 462, 464, 469, 472, 485, 492, 511, 516, 570, 576, 631, 633, 688, 693, 763, 767, 811, 814, 827, 829, 888, 893, 918, 921, 941, 945, 968, 973, 983, 986, 1026, 1029, 1125, 1178, 1181, 1271, 1274, 1361, 1364, 1685, 1689, 1743, 1745, 1798, 1845, 1848, 1933, 1936, 2022, 2025, 2345, 2349, 2403, 2405]);883907:(2,1.3,[5, 6]);883925:(2,1.3,[7, 9]);883929:(2,1.3,[11, 14]);883951:(32,2.51,[12, 15, 30, 32, 39, 41, 59, 61, 64, 67, 83, 85, 90, 93, 103, 105, 123, 126, 131, 134, 140, 142, 150, 153, 167, 171, 173, 175, 195, 198, 200, 202]);883985:(8,1.9,[16, 18, 26, 29, 42, 44, 51, 54]);884001:(2,1.3,[2, 4]);884009:(2,1.3,[5, 7]);884012:(2,1.3,[6, 10]);884028:(2,1.3,[9, 12]);884038:(2,1.3,[8, 10]);884040:(2,1.3,[105, 108]);884048:(2,1.3,[14, 16]);884050:(2,1.3,[9, 11]);884070:(2,1.3,[21, 23]);884075:(2,1.3,[47, 51]);884081:(2,1.3,[11, 13]);884083:(4,1.6,[1, 3, 6, 8]);884087:(2,1.3,[4, 7]);884091:(2,1.3,[25, 27]);884103:(2,1.3,[11, 15]);884106:(2,1.3,[5, 9]);884117:(2,1.3,[5, 8]);884132:(2,1.3,[37, 40]);884136:(2,1.3,[53, 56]);884139:(2,1.3,[24, 27]);884156:(2,1.3,[23, 26]);884161:(2,1.3,[22, 25]);884168:(2,1.3,[17, 20]);884192:(10,2.0,[44, 46, 194, 197, 288, 292, 319, 322, 413, 417]);884200:(2,1.3,[86, 87]);884216:(2,1.3,[4, 6]);884217:(4,1.6,[5, 7, 41, 44]);884218:(2,1.3,[10, 12]);884223:(2,1.3,[12, 14]);884229:(2,1.3,[6, 9]);884253:(2,1.3,[8, 10]);884263:(2,1.3,[16, 18]);884272:(2,1.3,[48, 50]);884285:(2,1.3,[12, 14]);884295:(2,1.3,[10, 12]);884300:(2,1.3,[31, 33]);884331:(2,1.3,[10, 12]);884381:(2,1.3,[15, 17]);884400:(2,1.3,[8, 12]);884406:(4,1.6,[6, 8, 21, 23]);884422:(2,1.3,[20, 22]);884467:(6,1.78,[7, 10, 11, 13, 35, 37]);884474:(2,1.3,[3, 5]);884477:(5,1.7,[16, 19, 23, 33, 35]);884478:(1,1.0,[18]);884480:(8,1.9,[9, 11, 16, 19, 25, 27, 35, 37]);884510:(2,1.3,[26, 28]);884515:(2,1.3,[2, 5]);884559:(2,1.3,[7, 10]);884585:(2,1.3,[8, 10]);884588:(2,1.3,[9, 11]);884603:(2,1.3,[20, 23]);884620:(6,1.78,[1, 3, 6, 9, 15, 18]);884621:(2,1.3,[5, 10]);884625:(2,1.3,[32, 34]);884648:(2,1.3,[3, 5]);884649:(4,1.6,[14, 17, 18, 22]);884654:(2,1.3,[28, 30]);884662:(4,1.6,[35, 37, 38, 41]);884670:(4,1.6,[6, 8, 10, 12]);884690:(2,1.3,[4, 7]);884709:(4,1.6,[59, 63, 75, 79]);884718:(8,1.9,[7, 10, 52, 54, 55, 58, 59, 61]);884729:(6,1.78,[4, 22, 28, 30, 40, 42]);884734:(2,1.3,[4, 6]);884736:(2,1.3,[67, 70]);884740:(4,1.6,[15, 17, 48, 51]);884741:(2,1.3,[8, 12]);884750:(2,1.3,[18, 21]);884774:(2,1.3,[6, 9]);884784:(2,1.3,[12, 15]);884791:(2,1.3,[32, 35]);884799:(10,2.0,[6, 8, 14, 16, 20, 22, 39, 42, 55, 58]);884818:(2,1.3,[8, 10]);884820:(2,1.3,[7, 14]);884826:(4,1.6,[5, 7, 22, 24]);884874:(2,1.3,[17, 21]);884876:(2,1.3,[5, 8]);884885:(2,1.3,[17, 22]);884889:(2,1.3,[208, 210]);884890:(3,1.48,[2, 96, 99]);884900:(8,1.9,[1, 3, 30, 47, 75, 96, 100, 104]);884936:(2,1.3,[17, 21]);884941:(4,1.6,[7, 9, 23, 26]);884943:(11,2.04,[137, 140, 143, 150, 154, 161, 165, 169, 173, 221, 226]);884955:(4,1.6,[15, 25, 179, 182]);884962:(2,1.3,[10, 12]);884986:(8,1.9,[19, 22, 24, 27, 30, 33, 37, 41]);884991:(2,1.3,[13, 15]);885009:(2,1.3,[4, 6]);885020:(3,1.48,[10, 11, 21]);885041:(2,1.3,[12, 15]);885056:(10,2.0,[36, 38, 39, 44, 45, 48, 49, 52, 54, 57]);885064:(2,1.3,[25, 28]);885073:(2,1.3,[5, 7]);885080:(2,1.3,[4, 6]);885085:(4,1.6,[4, 6, 14, 16]);885099:(6,1.78,[8, 10, 23, 26, 89, 92]);885106:(2,1.3,[10, 13]);885112:(2,1.3,[4, 7]);885116:(2,1.3,[6, 8]);885132:(4,1.6,[1, 5, 12, 15]);885143:(2,1.3,[13, 17]);885162:(2,1.3,[8, 11]);885168:(4,1.6,[12, 17, 59, 62]);885170:(4,1.6,[389, 392, 393, 398]);885176:(2,1.3,[8, 10]);885184:(2,1.3,[21, 24]);885185:(2,1.3,[8, 13]);885190:(2,1.3,[31, 34]);885204:(2,1.3,[7, 10]);885218:(2,1.3,[2, 7]);885225:(4,1.6,[17, 20, 24, 27]);885267:(6,1.78,[13, 16, 17, 21, 22, 24]);885271:(8,1.9,[5, 7, 66, 75, 95, 98, 105, 119]);885290:(2,1.3,[7, 9]);885321:(2,1.3,[14, 21]);885343:(2,1.3,[22, 26]);885353:(2,1.3,[8, 10]);885384:(4,1.6,[5, 10, 28, 30]);885388:(2,1.3,[15, 17]);885389:(4,1.6,[8, 10, 12, 14]);885410:(8,1.9,[10, 13, 69, 71, 473, 476, 663, 665]);885414:(2,1.3,[9, 11]);885427:(2,1.3,[14, 22]);885428:(2,1.3,[25, 28]);885440:(4,1.6,[3, 4, 6, 8]);885464:(14,2.15,[6, 9, 14, 16, 65, 67, 103, 104, 122, 125, 136, 139, 149, 151]);885472:(4,1.6,[8, 11, 26, 29]);885481:(2,1.3,[7, 10]);885488:(2,1.3,[28, 37]);885491:(4,1.6,[15, 19, 20, 24]);885512:(2,1.3,[32, 35]);885525:(2,1.3,[7, 9]);885538:(2,1.3,[17, 20]);885567:(2,1.3,[5, 7]);885589:(6,1.78,[45, 51, 53, 56, 62, 66]);885591:(2,1.3,[9, 11]);885599:(2,1.3,[11, 13]);885625:(2,1.3,[9, 11]);885637:(4,1.6,[8, 10, 37, 39]);885641:(2,1.3,[38, 41]);885642:(2,1.3,[17, 18]);885652:(2,1.3,[29, 31]);885653:(2,1.3,[20, 22]);885702:(2,1.3,[17, 19]);885751:(2,1.3,[8, 10]);885776:(2,1.3,[24, 27]);885787:(2,1.3,[16, 19]);885790:(2,1.3,[60, 64]);885793:(2,1.3,[8, 10]);885804:(2,1.3,[6, 9]);885828:(2,1.3,[15, 19]);885835:(2,1.3,[8, 12]);885853:(2,1.3,[7, 10]);885863:(2,1.3,[10, 12]);885865:(4,1.6,[5, 7, 11, 13]);885866:(2,1.3,[5, 9]);885867:(2,1.3,[12, 13]);885878:(2,1.3,[22, 24]);885897:(2,1.3,[20, 22]);885899:(2,1.3,[4, 8]);885911:(2,1.3,[2, 5]);885912:(1,1.0,[32]);885920:(2,1.3,[9, 13]);885924:(6,1.78,[36, 39, 40, 43, 44, 49]);885929:(2,1.3,[12, 16]);885930:(2,1.3,[4, 6]);885946:(2,1.3,[4, 8]);885957:(2,1.3,[24, 27]);885972:(2,1.3,[26, 30]);885978:(2,1.3,[9, 11]);885990:(32,2.51,[12, 15, 76, 81, 100, 102, 105, 110, 117, 119, 187, 189, 190, 192, 207, 209, 216, 218, 268, 271, 276, 279, 280, 284, 331, 333, 383, 386, 391, 394, 395, 399])
349;883893:(2,1.3,[1671, 2331])
35;882150:(1,1.0,[170]);882340:(1,1.0,[4]);882821:(1,1.0,[44]);883483:(1,1.0,[12]);883893:(1,1.0,[476]);884908:(1,1.0,[20]);885504:(1,1.0,[6]);885822:(1,1.0,[12])
352351112;883270:(1,1.0,[302])
36;882821:(1,1.0,[52]);883893:(1,1.0,[494]);885410:(1,1.0,[459])
36106762;883270:(1,1.0,[64])
37;882527:(1,1.0,[3]);882821:(1,1.0,[59]);883893:(1,1.0,[502]);884178:(1,1.0,[4]);884861:(1,1.0,[1])
375186558;883270:(1,1.0,[572])
37b;883618:(1,1.0,[78])
38;882821:(1,1.0,[65]);883893:(1,1.0,[518]);884157:(1,1.0,[7])
388769271;883270:(1,1.0,[67])
39;882150:(1,1.0,[543]);882821:(1,1.0,[70]);882947:(1,1.0,[162]);883893:(4,1.6,[208, 530, 1742, 2402])
3d;885903:(2,1.3,[0, 11])
3rd;882038:(1,1.0,[16]);882258:(1,1.0,[12]);882378:(1,1.0,[14]);884090:(1,1.0,[2]);885054:(1,1.0,[11]);885838:(1,1.0,[22])
3yr;885013:(1,1.0,[19])
40;882150:(1,1.0,[544]);882566:(1,1.0,[1]);882611:(2,1.3,[6, 25]);882671:(1,1.0,[14]);882821:(1,1.0,[76]);882854:(1,1.0,[91]);882927:(1,1.0,[6]);883192:(2,1.3,[0, 26]);883483:(1,1.0,[213]);883851:(1,1.0,[256]);883893:(2,1.3,[340, 540]);884298:(1,1.0,[5]);884445:(2,1.3,[3, 17]);885480:(1,1.0,[41])
40';881958:(1,1.0,[81]);884950:(1,1.0,[35])
40228071;883270:(1,1.0,[329])
41;882150:(1,1.0,[545]);882821:(1,1.0,[83]);883893:(3,1.48,[554, 1313, 1975])
417888266;883270:(1,1.0,[353])
42;882220:(1,1.0,[576]);882821:(1,1.0,[91]);882947:(1,1.0,[59]);883893:(1,1.0,[563])
424225737;883270:(1,1.0,[473])
43;882821:(1,1.0,[97]);882947:(1,1.0,[174]);883618:(2,1.3,[90, 137]);883893:(1,1.0,[578]);885410:(1,1.0,[417])
44;882947:(1,1.0,[79]);883893:(3,1.48,[589, 1605, 2265])
4400;884595:(1,1.0,[8])
44765791;883270:(1,1.0,[232])
45;882230:(1,1.0,[18]);882784:(2,1.3,[9, 15]);882947:(1,1.0,[153]);883094:(1,1.0,[6]);883893:(1,1.0,[602]);884403:(1,1.0,[6]);884603:(2,1.3,[266, 368]);884625:(1,1.0,[54]);885000:(1,1.0,[25]);885410:(1,1.0,[472]);885586:(1,1.0,[38])
454;882150:(1,1.0,[4])
45931356;883270:(1,1.0,[32])
46;883893:(5,1.7,[609, 1300, 1392, 1962, 2052])
461;882951:(1,1.0,[22]);883409:(4,1.6,[15, 98, 111, 423])
47;882689:(1,1.0,[40]);883893:(3,1.48,[618, 672, 758]);885470:(2,1.3,[9, 38])
48;882752:(1,1.0,[2]);882947:(1,1.0,[92]);883893:(1,1.0,[635]);884454:(1,1.0,[11]);885245:(1,1.0,[61])
4801;883409:(1,1.0,[122])
4806;883409:(1,1.0,[219])
48906337;883270:(1,1.0,[534])
49;882947:(1,1.0,[122]);883893:(1,1.0,[650]);885297:(1,1.0,[3])
4am;885366:(1,1.0,[4])
4cd;883409:(3,1.48,[136, 167, 249])
4minut;883590:(4,1.6,[1, 2, 32, 73])
4th;884201:(2,1.3,[1, 4])
50;881939:(1,1.0,[18]);882358:(2,1.3,[6, 29]);882457:(1,1.0,[4]);883033:(1,1.0,[21]);883218:(1,1.0,[0]);883503:(1,1.0,[14]);883645:(1,1.0,[21]);883893:(1,1.0,[666]);884043:(1,1.0,[0]);884201:(1,1.0,[18]);884322:(1,1.0,[9]);884415:(1,1.0,[0]);884544:(1,1.0,[0]);884709:(1,1.0,[18]);885225:(1,1.0,[18]);885288:(1,1.0,[0]);885588:(1,1.0,[9]);885765:(1,1.0,[0])
50';881958:(1,1.0,[84]);883165:(1,1.0,[25]);883759:(1,1.0,[18]);885480:(1,1.0,[12])
500;884201:(1,1.0,[21])
50th;884438:(1,1.0,[6]);884800:(1,1.0,[1])
51;882150:(1,1.0,[470]);882510:(1,1.0,[7]);882947:(1,1.0,[73]);883893:(1,1.0,[681]);884028:(1,1.0,[71])
513;883409:(1,1.0,[276])
52;882150:(1,1.0,[250]);882947:(2,1.3,[98, 169]);883444:(2,1.3,[0, 7]);883893:(2,1.3,[121, 695])
525;883893:(1,1.0,[29])
526;882150:(3,1.48,[6, 454, 515])
527859083;883270:(1,1.0,[443])
53;882111:(1,1.0,[28]);882947:(1,1.0,[47]);883797:(1,1.0,[9]);883893:(1,1.0,[710])
54;883237:(1,1.0,[15]);883893:(1,1.0,[722])
541;883893:(2,1.3,[1177, 1844])
55;883893:(1,1.0,[739]);883947:(1,1.0,[14])
558;882449:(1,1.0,[6])
56;882947:(1,1.0,[117]);883893:(3,1.48,[749, 1741, 2401])
57;883893:(3,1.48,[769, 1556, 2216])
57674;882259:(1,1.0,[10])
58;883893:(1,1.0,[778]);884663:(1,1.0,[3])
59;883893:(2,1.3,[45, 788]);885410:(4,1.6,[207, 477, 554, 666])
5cd;883409:(1,1.0,[64])
5th;884192:(1,1.0,[118])
5yr;883340:(1,1.0,[8])
60;882013:(1,1.0,[17]);882039:(1,1.0,[75]);882052:(1,1.0,[28]);882226:(1,1.0,[9]);882867:(1,1.0,[18]);882947:(1,1.0,[29]);883310:(1,1.0,[12]);883455:(1,1.0,[271]);883552:(1,1.0,[5]);883893:(1,1.0,[795]);883944:(1,1.0,[6]);884023:(1,1.0,[41]);884245:(1,1.0,[6]);884396:(1,1.0,[6]);884654:(1,1.0,[43]);884773:(1,1.0,[35]);884871:(2,1.3,[29, 30]);885410:(1,1.0,[174]);885588:(1,1.0,[10]);885599:(1,1.0,[10]);885681:(1,1.0,[6]);885755:(1,1.0,[18]);885949:(1,1.0,[6]);885952:(1,1.0,[19])
60';882220:(3,1.48,[68, 388, 483]);882285:(1,1.0,[3]);882326:(1,1.0,[20]);882689:(1,1.0,[19]);883065:(1,1.0,[14]);883478:(1,1.0,[6]);883573:(1,1.0,[16]);883813:(1,1.0,[5]);883858:(1,1.0,[14]);884487:(1,1.0,[11]);884843:(1,1.0,[12]);884953:(1,1.0,[12]);885487:(1,1.0,[48])
61;883893:(2,1.3,[390, 801])
62;882150:(1,1.0,[41]);883618:(1,1.0,[39]);883838:(1,1.0,[2]);883893:(1,1.0,[816]);885599:(1,1.0,[14])
629;883893:(2,1.3,[1682, 2342])
63;883010:(1,1.0,[11]);883618:(1,1.0,[243]);883893:(1,1.0,[832])
64;883893:(3,1.48,[838, 1360, 2021])
65;883618:(1,1.0,[297]);883757:(1,1.0,[7]);883893:(3,1.48,[849, 1424, 2084])
650;885133:(1,1.0,[6])
66;882250:(2,1.3,[3, 10]);882877:(1,1.0,[0]);883893:(3,1.48,[860, 1514, 2174]);884566:(1,1.0,[0]);884751:(2,1.3,[17, 23]);885742:(1,1.0,[13])
660966010;883270:(1,1.0,[145])
667;883618:(1,1.0,[63]);883893:(1,1.0,[66])
67;883893:(4,1.6,[109, 866, 1486, 2146])
68;883618:(1,1.0,[123]);883893:(1,1.0,[874]);884530:(1,1.0,[15]);884614:(1,1.0,[2])
686625627;883270:(1,1.0,[537])
69;883893:(1,1.0,[881])
6cd;883409:(1,1.0,[300])
